PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z
243,196889789,-77.746033,-3.634413,-135.605026,-0.045101,0.045812,0.038546,0.532187,-0.016251,0.017935
244,196906456,-77.748550,-3.635122,-135.604965,-0.038406,0.039134,0.050185,0.303927,-0.023282,-0.065056
245,196923123,-77.752129,-3.635822,-135.605545,-0.034021,0.052614,0.044160,0.238947,-0.013395,-0.065889
246,196939790,-77.753593,-3.636395,-135.604797,-0.035405,0.055195,0.055712,0.364693,0.001569,-0.062854
247,196956457,-77.753250,-3.635527,-135.605103,-0.037858,0.057339,0.043817,0.474110,-0.002741,0.027322
248,196973124,-77.751884,-3.634874,-135.604996,-0.030968,0.044372,0.051502,0.538795,-0.037395,0.022161
249,196989791,-77.755074,-3.634650,-135.605545,-0.044115,0.047769,0.048111,0.264906,-0.054491,0.000928
250,197006458,-77.762909,-3.635262,-135.603485,-0.036332,0.039085,0.050064,-0.009989,-0.106831,-0.041493
251,197023125,-77.769478,-3.635242,-135.604904,-0.040608,0.054588,0.035065,0.058378,0.011174,-0.027470
252,197039792,-77.767975,-3.635614,-135.607758,-0.045361,0.059306,0.044267,0.535965,0.111819,-0.074021
253,197056459,-77.762154,-3.635043,-135.608368,-0.031404,0.048295,0.039419,0.805052,-0.023692,0.014234
254,197073126,-77.755615,-3.635239,-135.609451,-0.046493,0.048353,0.043102,0.845751,-0.001422,-0.038586
255,197089793,-77.757507,-3.636046,-135.613937,-0.022034,0.045594,0.046831,0.336211,0.062719,-0.088120
256,197106460,-77.763374,-3.636770,-135.614426,-0.045631,0.038693,0.052243,0.099678,-0.005302,-0.071395
257,197123127,-77.771294,-3.637817,-135.616638,-0.047957,0.026663,0.048118,-0.022424,0.001287,-0.091489
258,197139794,-77.774750,-3.637545,-135.619095,-0.038238,0.055570,0.042112,0.244492,0.017231,-0.011231
259,197156461,-77.774345,-3.636866,-135.621826,-0.054260,0.051501,0.050951,0.475455,0.039962,0.008369
260,197173128,-77.769409,-3.636750,-135.622894,-0.046522,0.048961,0.035510,0.742493,0.089689,-0.040583
261,197189795,-77.765221,-3.636416,-135.623306,-0.032840,0.040896,0.044904,0.699617,0.088076,-0.026970
262,197206462,-77.765022,-3.635204,-135.624893,-0.026447,0.036353,0.042978,0.463840,0.033341,0.041166
263,197223129,-77.770416,-3.635534,-135.625916,-0.036509,0.044477,0.055612,0.127302,0.019818,-0.051443
264,197239796,-77.776085,-3.635114,-135.626602,-0.041320,0.050749,0.040377,0.111703,0.016667,-0.005609
265,197256463,-77.776024,-3.634951,-135.627167,-0.046680,0.056024,0.034227,0.454542,0.018089,-0.020477
266,197273130,-77.770683,-3.633398,-135.630219,-0.042521,0.047265,0.053778,0.766492,0.122025,0.044009
267,197289797,-77.768753,-3.633090,-135.632538,-0.030344,0.042088,0.031559,0.564177,0.061515,-0.020349
268,197306464,-77.772766,-3.633916,-135.631943,-0.028749,0.043108,0.040585,0.214321,-0.053274,-0.066849
269,197323131,-77.779808,-3.633740,-135.631500,-0.037786,0.031262,0.054396,0.034212,-0.058807,-0.001255
270,197339798,-77.781006,-3.633986,-135.632446,-0.035565,0.050862,0.038474,0.377153,0.024966,-0.045834
271,197356465,-77.779938,-3.634335,-135.633377,-0.044911,0.035946,0.057652,0.513464,0.020471,-0.052416
272,197373132,-77.778366,-3.633083,-135.634445,-0.027541,0.047656,0.029759,0.542880,0.066561,0.035301
273,197389799,-77.779633,-3.633805,-135.635941,-0.033736,0.036031,0.053043,0.374336,0.010661,-0.072945
274,197406466,-77.780731,-3.634552,-135.637207,-0.045285,0.054264,0.042564,0.383621,-0.005059,-0.072074
275,197423133,-77.782471,-3.634062,-135.639160,-0.026682,0.035182,0.057485,0.347199,0.000006,0.004309
276,197439800,-77.785469,-3.632549,-135.639099,-0.022386,0.032657,0.028796,0.269260,0.014324,0.063231
277,197456467,-77.787437,-3.632212,-135.640427,-0.037879,0.040439,0.039034,0.330346,0.015566,-0.008926
278,197473134,-77.788971,-3.631082,-135.642715,-0.019563,0.034971,0.038241,0.356253,0.005295,0.042050
279,197489801,-77.794189,-3.631529,-135.643906,-0.023796,0.029143,0.032228,0.135638,-0.013728,-0.051200
280,197506468,-77.802170,-3.631787,-135.643936,-0.040445,0.035585,0.042863,-0.029595,-0.039636,-0.030530
281,197523135,-77.803192,-3.631887,-135.643768,-0.031350,0.042472,0.041502,0.389038,-0.036357,-0.024921
282,197539802,-77.795631,-3.631541,-135.644485,-0.036206,0.036826,0.028124,0.899640,-0.000628,-0.005968
283,197556469,-77.793205,-3.630899,-135.646164,-0.042790,0.031144,0.040201,0.591096,0.016783,0.008497
284,197573136,-77.792717,-3.631122,-135.645432,-0.039457,0.043441,0.040627,0.475173,-0.016623,-0.036869
285,197589803,-77.793297,-3.632342,-135.643555,-0.033693,0.036645,0.034082,0.416110,-0.093115,-0.081692
286,197606470,-77.792320,-3.632585,-135.644516,-0.038112,0.039637,0.059884,0.503923,-0.003714,-0.040519
287,197623137,-77.788422,-3.632740,-135.646500,-0.035889,0.055715,0.051215,0.676784,0.028898,-0.042760
288,197639804,-77.785271,-3.632571,-135.648239,-0.036540,0.028894,0.044234,0.632134,0.042671,-0.025088
289,197656471,-77.785797,-3.633039,-135.648209,-0.031490,0.019845,0.049513,0.412256,0.014529,-0.058320
290,197673138,-77.792145,-3.632301,-135.648331,-0.029143,0.028359,0.056282,0.064243,-0.005340,0.021022
291,197689805,-77.796959,-3.632185,-135.647400,-0.031523,0.035118,0.055310,0.158703,-0.071485,-0.003778
292,197706472,-77.800560,-3.631562,-135.648224,-0.020805,0.036182,0.048219,0.221787,0.085873,-0.007043
293,197723139,-77.803558,-3.632207,-135.647766,-0.050580,0.036173,0.048415,0.262473,-0.010258,-0.063827
294,197739806,-77.805443,-3.631238,-135.646271,-0.041617,0.040792,0.048215,0.330730,-0.007300,0.035211
295,197756473,-77.806213,-3.630234,-135.647461,-0.027664,0.045155,0.039564,0.394404,0.029807,0.029461
296,197773140,-77.808434,-3.629866,-135.647293,-0.029701,0.047731,0.053693,0.309433,0.009406,-0.005340
297,197789807,-77.810974,-3.629806,-135.647812,-0.031985,0.035849,0.049676,0.289737,-0.011807,-0.019619
298,197806474,-77.812042,-3.630441,-135.647980,-0.031570,0.046789,0.038012,0.376744,0.011238,-0.072061
299,197823141,-77.814636,-3.631156,-135.648544,-0.041754,0.018091,0.040526,0.284589,0.011045,-0.071447
300,197839808,-77.819466,-3.632243,-135.647446,-0.024252,0.050516,0.039437,0.154771,-0.081410,-0.070909
301,197856475,-77.821159,-3.631577,-135.648499,-0.026343,0.038260,0.047962,0.339567,-0.005135,0.015925
302,197873142,-77.816315,-3.631159,-135.650772,-0.023841,0.045020,0.049856,0.727125,0.063295,-0.013882
303,197889809,-77.809998,-3.630894,-135.651978,-0.028142,0.038581,0.050450,0.816488,0.043791,-0.018083
304,197906476,-77.808403,-3.630007,-135.651062,-0.027113,0.035489,0.050182,0.535145,0.013581,0.026452
305,197923143,-77.811440,-3.629457,-135.651886,-0.026630,0.040511,0.046699,0.254276,0.028027,0.001454
306,197939810,-77.818085,-3.629347,-135.652206,-0.050400,0.047549,0.050089,0.044240,-0.051200,-0.008427
307,197956477,-77.820038,-3.630573,-135.651428,-0.038034,0.042709,0.056387,0.326043,-0.092475,-0.081884
308,197973144,-77.820160,-3.630218,-135.652573,-0.030843,0.031902,0.026607,0.431363,-0.006979,-0.002907
309,197989811,-77.819107,-3.630390,-135.652557,-0.027625,0.027878,0.046651,0.501862,0.009995,-0.038342
310,198006478,-77.819252,-3.629677,-135.652542,-0.028794,0.032563,0.047679,0.429531,-0.009054,0.018845
311,198023145,-77.814789,-3.629577,-135.651718,-0.024315,0.034210,0.035462,0.705931,-0.018556,-0.016879
312,198039812,-77.815376,-3.628863,-135.651276,-0.021239,0.033094,0.052302,0.407825,-0.096086,0.038425
313,198056479,-77.821877,-3.629753,-135.649933,-0.017279,0.013589,0.046419,0.049618,-0.069270,-0.067131
314,198073146,-77.832054,-3.630162,-135.649719,-0.032789,0.037274,0.048884,-0.168890,-0.111466,-0.027931
315,198089813,-77.839600,-3.629916,-135.649368,-0.038041,0.045499,0.045448,-0.013908,-0.036383,-0.002446
316,198106480,-77.836113,-3.628689,-135.650482,-0.052874,0.042772,0.047579,0.641835,0.048991,0.038246
317,198123147,-77.822975,-3.628220,-135.651764,-0.029195,0.027292,0.030820,1.218300,0.093967,-0.015534
318,198139814,-77.815567,-3.626477,-135.651596,-0.003542,0.015928,0.053314,0.879149,0.026387,0.071812
319,198156481,-77.825867,-3.627413,-135.649887,-0.017823,0.009897,0.054264,-0.179494,-0.078951,-0.065517
320,198173148,-77.850121,-3.628202,-135.648788,-0.022598,0.037598,0.048737,-1.017016,-0.102310,-0.051802
321,198189815,-77.866058,-3.629390,-135.648743,-0.053321,0.063559,0.062898,-0.521872,-0.046090,-0.089376
322,198206482,-77.860985,-3.629214,-135.650681,-0.050146,0.049199,0.039175,0.736192,0.017077,-0.018403
323,198223149,-77.837517,-3.627211,-135.653473,-0.038552,0.025676,0.039233,1.832121,0.150507,0.070172
324,198239816,-77.817429,-3.627487,-135.655869,-0.007293,0.005450,0.053417,1.633610,0.078663,-0.059012
325,198256483,-77.817825,-3.628667,-135.657791,0.006395,0.007466,0.050478,0.407991,-0.014586,-0.095523
326,198273150,-77.839355,-3.631272,-135.656540,-0.026730,0.029274,0.058331,-0.855400,-0.130676,-0.155905
327,198289817,-77.857780,-3.633563,-135.655502,-0.055045,0.057199,0.039539,-0.668555,-0.131496,-0.137374
328,198306484,-77.849312,-3.633543,-135.655960,-0.054991,0.061975,0.027522,0.935395,0.035454,-0.032669
329,198323151,-77.823898,-3.631921,-135.658279,-0.035762,0.036332,0.028892,1.947609,0.139557,0.045136
330,198339818,-77.807152,-3.629656,-135.661591,-0.001484,0.018386,0.028069,1.427953,0.150558,0.081250
331,198356485,-77.814499,-3.629440,-135.663773,0.006360,0.009251,0.042499,-0.012960,0.028398,-0.019478
332,198373152,-77.839012,-3.630783,-135.662476,-0.011848,0.026258,0.031440,-1.035304,-0.133212,-0.078336
333,198389819,-77.859871,-3.631825,-135.661438,-0.029237,0.044768,0.040431,-0.817993,-0.103142,-0.067861
334,198406486,-77.858871,-3.632549,-135.661484,-0.052750,0.051364,0.040776,0.490182,-0.052173,-0.060075
335,198423153,-77.839142,-3.631537,-135.662003,-0.039479,0.037490,0.025961,1.607716,0.075782,0.018947
336,198439820,-77.822792,-3.630458,-135.664307,-0.018801,0.015180,0.053816,1.400624,0.146895,0.008843
337,198456487,-77.828667,-3.630444,-135.664764,-0.008224,0.035935,0.040014,0.076499,-0.037433,-0.017148
338,198473154,-77.851501,-3.630901,-135.666153,-0.004949,0.036685,0.041768,-0.942074,-0.028712,-0.048459
339,198489821,-77.872009,-3.632768,-135.666107,-0.043246,0.045958,0.024966,-0.800064,-0.081320,-0.123594
340,198506488,-77.870872,-3.632734,-135.667572,-0.044975,0.043538,0.040179,0.490144,0.067317,-0.039777
341,198523155,-77.851906,-3.631414,-135.669830,-0.037111,0.029662,0.048634,1.558501,0.106914,0.031664
342,198539822,-77.832077,-3.630892,-135.669861,0.002412,0.022396,0.045798,1.613542,0.045789,-0.004149
343,198556489,-77.832306,-3.631404,-135.668930,0.000990,0.002905,0.047935,0.412537,-0.027559,-0.051853
344,198573156,-77.849968,-3.632855,-135.667740,-0.017961,0.028247,0.039542,-0.627742,-0.141818,-0.084317
345,198589823,-77.866943,-3.633671,-135.667603,-0.036581,0.043027,0.042108,-0.592358,-0.057577,-0.063673
346,198606490,-77.864883,-3.634637,-135.667786,-0.050436,0.043812,0.043266,0.545877,0.005155,-0.086968
347,198623157,-77.849838,-3.633227,-135.669785,-0.033015,0.034432,0.047572,1.321955,0.091341,0.041038
348,198639824,-77.830910,-3.632895,-135.672943,-0.021228,0.009897,0.042676,1.556208,0.057597,-0.020183
349,198656491,-77.829491,-3.631994,-135.674988,-0.000198,0.012821,0.053425,0.502630,0.079688,0.012531
350,198673158,-77.847221,-3.632686,-135.674789,-0.015446,0.020891,0.041014,-0.639114,-0.053415,-0.057577
351,198689825,-77.867088,-3.633410,-135.674866,-0.022239,0.032035,0.063553,-0.764129,-0.118971,-0.046628
352,198706492,-77.871666,-3.634819,-135.675491,-0.043463,0.047537,0.032213,0.148547,-0.035461,-0.105255
353,198723159,-77.859596,-3.633654,-135.677063,-0.031856,0.045610,0.054153,1.141091,0.073822,0.030562
354,198739826,-77.845703,-3.632073,-135.679520,-0.021196,0.018549,0.053497,1.251225,0.082146,0.052525
355,198756493,-77.841988,-3.631604,-135.679901,-0.000087,0.015855,0.037969,0.642911,-0.007376,0.003925
356,198773160,-77.854012,-3.632985,-135.678879,-0.015756,0.017744,0.047347,-0.299950,-0.045872,-0.099569
357,198789827,-77.870979,-3.634272,-135.678360,-0.029552,0.030984,0.036766,-0.594189,-0.086071,-0.086520
358,198806494,-77.876587,-3.634335,-135.679047,-0.036253,0.040166,0.046949,0.081698,0.007063,-0.031043
359,198823161,-77.870338,-3.633790,-135.679443,-0.028913,0.032864,0.049234,0.792246,0.037708,-0.000090
360,198839828,-77.858444,-3.631890,-135.680069,-0.014615,0.026356,0.051822,1.127644,0.104545,0.069033
361,198856495,-77.853188,-3.631502,-135.681122,-0.006913,0.014943,0.044401,0.730250,0.046468,-0.012781
362,198873162,-77.859459,-3.631088,-135.681000,-0.015734,0.014905,0.028450,0.043215,-0.016687,0.001940
363,198889829,-77.869316,-3.630307,-135.681183,-0.031055,0.010539,0.049186,-0.172502,-0.021694,0.025504
364,198906496,-77.872818,-3.631233,-135.681137,-0.037423,0.041130,0.061857,0.207674,-0.044528,-0.072753
365,198923163,-77.865150,-3.631999,-135.681488,-0.029162,0.030073,0.030859,0.873553,0.045751,-0.081000
366,198939830,-77.852043,-3.632237,-135.681000,-0.036380,0.028660,0.041714,1.204661,-0.034142,-0.033988
367,198956497,-77.847038,-3.632802,-135.682098,-0.011450,0.024111,0.051238,0.715254,0.014414,-0.063712
368,198973164,-77.851128,-3.632740,-135.682129,-0.008114,0.022677,0.051714,0.174928,-0.063276,-0.009067
369,198989831,-77.859268,-3.633433,-135.681580,-0.020447,0.030001,0.038925,-0.067682,-0.092423,-0.047819
370,199006498,-77.865952,-3.633258,-135.681717,-0.028770,0.029777,0.052586,0.013069,0.004668,-0.015841
371,199023165,-77.862625,-3.633173,-135.683334,-0.024482,0.037878,0.054797,0.610447,0.048875,-0.031555
372,199039832,-77.855331,-3.633146,-135.684921,-0.021040,0.025183,0.034895,0.847620,0.069263,-0.037484
373,199056499,-77.855690,-3.632659,-135.684097,-0.018529,0.017285,0.045465,0.391599,0.029461,0.000314
374,199073166,-77.863792,-3.632589,-135.683823,-0.025713,0.030611,0.050176,-0.066298,-0.083305,-0.004457
375,199089833,-77.873566,-3.633233,-135.683609,-0.026721,0.031474,0.037339,-0.167469,-0.088569,-0.046154
376,199106500,-77.880028,-3.633011,-135.683533,-0.039859,0.038369,0.034754,0.030037,-0.058448,0.000096
377,199123167,-77.879295,-3.632955,-135.684601,-0.031023,0.038009,0.050733,0.456566,0.019869,-0.027162
378,199139834,-77.872002,-3.632381,-135.686386,-0.033028,0.030567,0.043842,0.851308,0.014209,0.005974
379,199156501,-77.867912,-3.631767,-135.687469,-0.008416,0.010789,0.064861,0.656742,0.028885,0.004758
380,199173168,-77.873848,-3.633163,-135.688461,-0.031831,0.025335,0.045914,0.059594,-0.037074,-0.104461
381,199189835,-77.881699,-3.633447,-135.688904,-0.018867,0.024342,0.035667,-0.055759,-0.041211,-0.035755
382,199206502,-77.882896,-3.633025,-135.690247,-0.020660,0.035016,0.045219,0.338401,0.027783,-0.006045
383,199223169,-77.875832,-3.632019,-135.690598,-0.027927,0.016457,0.040431,0.835774,0.021572,0.032368
384,199239836,-77.869370,-3.631785,-135.689972,-0.019326,0.022760,0.047590,0.803618,-0.056374,0.002350
385,199256503,-77.866608,-3.632001,-135.691269,0.008757,0.021071,0.049854,0.576625,0.014785,-0.043170
386,199273170,-77.871696,-3.634068,-135.689148,-0.005475,0.015209,0.050677,0.112638,-0.152588,-0.120418
387,199289837,-77.876862,-3.634494,-135.687973,-0.013922,0.014721,0.042754,0.106619,-0.104666,-0.029903
388,199306504,-77.878113,-3.635203,-135.688446,-0.021082,0.018257,0.038164,0.333036,0.013748,-0.070409
389,199323171,-77.875664,-3.635621,-135.687912,-0.019351,0.039018,0.051767,0.557492,-0.027201,-0.045091
390,199339838,-77.875786,-3.635216,-135.689651,-0.016787,0.020426,0.045744,0.397682,0.081596,-0.019350
391,199356505,-77.878326,-3.636167,-135.689545,-0.017611,0.017680,0.053586,0.257171,-0.033847,-0.075750
392,199373172,-77.882729,-3.635675,-135.689590,-0.009528,0.039376,0.056736,0.146140,-0.022539,0.010123
393,199389839,-77.886024,-3.636164,-135.690079,-0.025111,0.025455,0.031875,0.212566,-0.033809,-0.049112
394,199406506,-77.887459,-3.636780,-135.691147,-0.014050,0.021892,0.054393,0.320652,-0.002395,-0.062943
395,199423173,-77.884430,-3.636149,-135.692047,-0.001485,0.033303,0.072968,0.587318,0.042985,0.006397
396,199439840,-77.879074,-3.636101,-135.693848,-0.007034,0.035670,0.040846,0.724487,0.056265,-0.039687
397,199456507,-77.878891,-3.636079,-135.693405,-0.009831,0.026589,0.038231,0.420324,-0.038854,-0.018287
398,199473174,-77.883286,-3.636147,-135.691483,-0.025035,0.025848,0.034607,0.148586,-0.096970,-0.009016
399,199489841,-77.890503,-3.637364,-135.691376,-0.006253,0.031854,0.038238,-0.022065,-0.085431,-0.086392
400,199506508,-77.895866,-3.637494,-135.694641,-0.034405,0.032389,0.040759,0.079880,0.057302,-0.048779
401,199523175,-77.895210,-3.636487,-135.694748,-0.027706,0.034739,0.050668,0.449138,-0.034180,0.041204
402,199539842,-77.888405,-3.636195,-135.696304,-0.027031,0.030356,0.039972,0.812095,0.037798,-0.018595
403,199556509,-77.879250,-3.635897,-135.696869,-0.013848,0.019334,0.032716,0.955360,-0.009912,-0.007236
404,199573176,-77.876671,-3.635343,-135.697769,-0.026360,0.022484,0.038534,0.561962,-0.017916,0.011929
405,199589843,-77.878403,-3.634903,-135.698517,-0.014058,0.026610,0.036525,0.300738,0.002593,-0.001076
406,199606510,-77.883018,-3.634463,-135.699173,-0.013508,0.022594,0.056868,0.128288,0.012621,-0.003138
407,199623177,-77.884438,-3.635009,-135.700821,-0.026354,0.021499,0.031589,0.316810,0.032957,-0.068399
408,199639844,-77.878456,-3.634754,-135.702713,0.002129,0.046456,0.041167,0.760383,0.045059,-0.022309
409,199656511,-77.870811,-3.633967,-135.703308,-0.013830,0.018533,0.051033,0.862745,0.023557,0.016783
410,199673178,-77.870438,-3.633502,-135.703918,-0.006305,0.001365,0.041001,0.426701,-0.000615,0.002017
411,199689845,-77.876740,-3.633584,-135.704147,-0.007716,0.025092,0.048378,0.027181,-0.040724,-0.024793
412,199706512,-77.887383,-3.633668,-135.704269,-0.018254,0.007993,0.039190,-0.232602,-0.049304,-0.023167
413,199723179,-77.893753,-3.633389,-135.704483,-0.015239,0.024798,0.031820,0.021047,-0.005584,-0.008926
414,199739846,-77.893059,-3.633468,-135.703781,-0.031945,0.028588,0.052921,0.448805,-0.078336,-0.015393
415,199756513,-77.889481,-3.633305,-135.706360,-0.014295,0.028038,0.041713,0.611036,0.093467,-0.038304
416,199773180,-77.887863,-3.632787,-135.708176,-0.003507,0.021304,0.049375,0.496035,0.062258,-0.009707
417,199789847,-77.892754,-3.633196,-135.707993,-0.004039,0.018228,0.038974,0.110192,-0.052250,-0.041697
418,199806514,-77.899437,-3.634790,-135.708435,-0.017738,0.023429,0.058345,0.001261,-0.031990,-0.118574
419,199823181,-77.899963,-3.634283,-135.708450,-0.017901,0.031105,0.046362,0.372069,-0.021668,0.008023
420,199839848,-77.897034,-3.633770,-135.711060,-0.028074,0.024332,0.047934,0.572117,0.070160,-0.015701
421,199856515,-77.890480,-3.634300,-135.711411,-0.027287,0.013057,0.040074,0.795486,-0.029826,-0.053761
422,199873182,-77.887390,-3.634637,-135.711700,-0.019507,0.034989,0.048175,0.586217,-0.014138,-0.045194
423,199889849,-77.889008,-3.634506,-135.711792,-0.023099,0.019522,0.051287,0.307705,-0.059370,-0.006672
424,199906516,-77.891785,-3.634307,-135.711502,-0.015222,0.028860,0.053357,0.235848,-0.035832,-0.006506
425,199923183,-77.891655,-3.634828,-135.712845,-0.024273,0.027368,0.050004,0.406032,0.029090,-0.065351
426,199939850,-77.886757,-3.633200,-135.713135,-0.012593,0.028085,0.046373,0.694008,0.011353,0.070096
427,199956517,-77.883301,-3.632610,-135.714203,-0.009722,0.013921,0.036090,0.604018,0.055202,-0.003022
428,199973184,-77.885796,-3.632828,-135.716171,-0.002000,0.015014,0.048244,0.248091,0.027758,-0.047460
429,199989851,-77.892166,-3.632458,-135.716568,-0.004322,0.027490,0.055098,0.020048,-0.042658,0.003451
430,200006518,-77.896523,-3.633017,-135.717255,-0.009497,0.028607,0.045242,0.133474,0.047287,-0.071331
431,200023185,-77.896080,-3.633967,-135.718597,-0.031610,0.015172,0.044043,0.421899,0.035877,-0.095382
432,200039852,-77.888641,-3.634103,-135.719421,-0.015024,0.024035,0.047154,0.843228,0.010469,-0.038189
433,200056519,-77.886497,-3.634800,-135.720764,-0.005819,0.005749,0.044773,0.524298,0.023826,-0.076006
434,200073186,-77.887978,-3.636064,-135.721024,-0.004380,0.005159,0.048728,0.310663,-0.040455,-0.098033
435,200089853,-77.892250,-3.636790,-135.722748,-0.004964,0.022456,0.056577,0.137944,0.039578,-0.080885
436,200106520,-77.896248,-3.636830,-135.723419,-0.005208,0.016385,0.032847,0.156334,-0.001678,-0.029557
